Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings
1,फिरोज,,शेष,Feroz,,Shesh,"Feroz Shesh, Feroz Shes, F. Shesh"
0,भागी,कुमारी,मगर,ran,away,magar,"ran maga, ran magar, ran away maagaar"
0,दिल,कुमारी,घिमिरे,Dil,Kumari,Ghimire,"Dil Kumari Ghimire, Dil Ghimir, D. Ghimire"
1,रोहित,,दास,Rohit,,Das,"Rohit Das, Rohit  Das, R. Das"
0,फुलमती,,लोध,phulmati,,lodh,"phulmati lod, p. lodh, phulmati . lodh"
1,सलिम,,कवारि,Salim,,Kavari,"Salim Kavar, Salim  Kavari, S. Kavari"
1,हरि,राम,लोहार,Hari,Ram,Lohar,"Hari Ram Lohar, H. Lohar, Hari Loar"
0,सिमा,कुमारी,कुर्मी,Sima,Kumari,Kurmi,"S. Kurmi, Sima K. Kurmi, Sima Kurm"
1,सिद्धराज,,शाही,Siddhraj,,Shah,"Siddhraj Sa, Siddhraj  Shah, Siddhraj  Shaah"
0,सिता,कुमारी,श्रेष्‍ठ,Sita,Kumari,best,"Sita best, S. best, Sita bes"
1,श्रीराम,,आचार्य,shri,ram,acharya,"shri ram acharia, shri acarya, shri ram acharya"
0,सविता,देवी,चौधरी,Savita,Devi,Choudhary,"Savita Devi Choudhary, Savita D. Choudhary, S. Choudhary"
1,राम,किसुन,थारु,Ram,Kisun,Tharu,"Ram Kisun Tharu, Ram Thar, Ram Tharu"
0,कुसमावती,,मल्लाह,Kusmavati,,Mallah,"Kusmavati Mallah, Kusmavati  Maallaah, Kusmavati  Mallah"
1,डा.,प्रवेश,गौतम,Dr.,Pravesh,Gautam,"Dr. Pravesh Gautam, Dr. Pravesh Gaautaam, Dr. Gauta"
1,महेन्द्र,बहादुर,थापा,Mahendra,Bahadur,Thapa,"Mahendra Bahadur Thapa, Mahendra Thap, Mahendra B. Thapa"
1,बाल,कृष्ण,आचार्य,Bal,Krishna,Acharya,"Bal Krishna Acharia, Bal K. Acharya, Bal Acharya"
0,चौधरनिया,,थरुनी,Choudharaniya,,Tharuni,"Choudharaniya Taruni, Choudharaniya  Thaaruni, Choudharaniya Tharun"
1,इन्द्र,बहादुर,खड्गी,Indra,Bahadur,Khadgi,"Indra B. Khadgi, Indra Khadg, Indra Bahadur Khaadgi"
1,लिला,बहादुर,मगर,Leela,Bahadur,Magar,"Leela B. Magar, Leela Magar, L. Magar"
0,पवित्री,,थारु,Pavitri,,Tharu,"Pavitri  Thaaru, Pavitri  Tharu, Pavitri Tharu"
0,विमला,महतो,नुविया,Vimala,Mahato,Nuvia,"Vimala Nuvia, V. Nuvia, Vimala M. Nuvia"
0,मिना,,पन्त,Meena,,Pant,"Meena Pan, M. Pant, Meena  Paant"
0,कमला,सुनारी,मगर,kamala,goldsmith,alligator,"k. alligator, kamala goldsmith aalligaator, kamala alligator"
0,देवकला,,खाती,Devkala,,eats,"Devkala eats, Devkala . eats, D. eats"
1,अहि,मान,स्याङतान,ahi,maan,syatangan,"ahi syatangan, ahi maan syatangan, ahi syatanga"
0,तारा,,परियार,Tara,,Pariyar,"Tara Pariya, Tara Pariyar, Tara . Pariyar"
1,हरी,प्रसाद,श्रेष्ठ,Hari,Prasad,Shrestha,"H. Shrestha, Hari Prasad Shrestha, Hari Prasad Shresthaa"
0,नन्दा,,जोशी,nanda,,joshi,"nanda  joshi, nanda . joshi, nanda joshi"
0,सुष्‍मिता,,गुरुङ्ग,Sushmita,,Gurung,"Sushmita Gurun, Sushmita  Gurung, Sushmita . Gurung"
1,उदय,कुमार,यादव,Uday,Kumar,Yadav,"Uday Yada, Uday Yadav, Uday K. Yadav"
0,ज्ञानी,माया,गौतम,Gyani,Maya,Gautam,"Gyani M. Gautam, Gyani Maya Gaautaam, Gyani Maya Gautam"
0,सिता,,चौधरी,Sita,,Chowdhary,"Sita Chowdhar, Sita Chowdhary, Sita . Chowdhary"
0,अन्जु,,कोइराला,Anju,,Koirala,"Anju  Koiraalaa, Anju . Koirala, Anju  Koirala"
1,खगेन्द्र्,,निरौला,Khagendra,,Niraula,"Khagendra . Niraula, Khagendra Niraul, Khagendra Niraula"
0,कुसमी,देवी,मण्डल,Kusmi,Devi,Mandal,"K. Mandal, Kusmi Manda, Kusmi Mandal"
0,सिता,कुमारी,लिम्वु,Sita,Kumari,Limvu,"Sita Limvu, Sita K. Limvu, Sita Kumari Limvu"
1,टंक,प्रसाद,आचार्उय,Tank,Prasad,Acharya,"Tank P. Acharya, T. Acharya, Tank Acharya"
0,बसनधारा,,वि.क.,Basandhara,,V.K.,"Basandhara V.K., Basandhara V.K, B. V.K."
1,याम,प्रकाश,पौडेल,Yam,Prakash,Paudel,"Yam P. Paudel, Y. Paudel, Yam Paude"
0,रन्जिता,,स्याङतान,Ranjita,,Sayantan,"Ranjita Sayanta, Ranjita . Sayantan, Ranjita Sayantan"
0,मन्‍ती,,तामाङ,Manti,,Tamang,"Manti  Taamaang, Manti . Tamang, Manti Tamang"
1,काँसि,राम,सुनार,Bronze,Ram,Goldsmith,"Bronze Goldsmith, Bronze Ram Goldsmith, B. Goldsmith"
0,डिल,कुमारी,घिमिरे,Dill,Kumari,Ghimire,"Dill Gimire, Dill K. Ghimire, D. Ghimire"
1,धुइरे,राम,पार्की,Dhuire,Ram,Parki,"Dhuire Parki, Dhuire Park, Dhuire R. Parki"
1,शिव,बहादुर,कार्की,Shiv,Bahadur,Karki,"Shiv Kark, Shiv Karki, Shiv Bahadur Karki"
1,प्रसुन,मान,बज्राचार्य,Prasun,Maan,Bajracharya,"Prasun Bajrachary, Prasun Bajracharya, P. Bajracharya"
1,हरि,शरण,के.सी.,Hari,Sharan,K.C.,"Hari K.C, Hari K.C., Hari S. K.C."
0,मिना,,सुनार,Mina,,Goldsmith,"Mina  Goldsmith, Mina Goldsmith, Mina . Goldsmith"
0,हरि,माया,जिम्बा,Hari,Maya,Jimba,"Hari Maya Jimba, Hari Maya Jimbaa, H. Jimba"
1,पुजन,,लिम्बु,Pujan,,Limbu,"Pujan Limb, Pujan Limbu, Pujan  Limbu"
1,आषिष,,सुनार,ashish,,goldsmith,"a. goldsmith, ashish . goldsmith, ashish goldsmith"
1,विनय,,थोकर,Vinay,,Thokkar,"Vinay  Thokkaar, Vinay  Thokkar, Vinay . Thokkar"
1,केसु,राम,थारु,Kesu,Ram,Tharu,"Kesu Tharu, Kesu R. Tharu, Kesu Thar"
0,गोमा,,पाण्डे,Goma,,Pandey,"Goma . Pandey, Goma Pandey, Goma Pande"
1,अहमद,,देवान,Ahmed,,Dewan,"Ahmed  Dewaan, Ahmed Dewan, Ahmed . Dewan"
0,गौमती,देवी,गुरुङ,Gaumati,Devi,Gurung,"Gaumati D. Gurung, Gaumati Devi Gurung, G. Gurung"
0,लक्ष्मी,,लामा,Lakshmi,,Lama,"Lakshmi  Laamaa, Lakshmi Lam, Lakshmi Lama"
0,सम्झना,,सुनार,remember,,goldsmith,"remember goldsmit, remember . goldsmith, remember goldsmith"
0,अघनिया,,देवी,Aghaniya,,Devi,"Aghaniya Devi, Aghaniya . Devi, Aghaniya  Devi"
1,बसन्त,,पराजुली,Basant,,Parajuli,"B. Parajuli, Basant  Paaraajuli, Basant  Parajuli"
0,नगिना,,देवी,nagina,,devi,"nagina dev, nagina  devi, n. devi"
1,हरी,प्रसाद,जोशी,Hari,Prasad,Joshi,"H. Joshi, Hari P. Joshi, Hari Joshi"
0,भिमा,,कामी,Bhima,,Kami,"Bhima Kami, Bhima  Kami, Bhima . Kami"
1,पप्पु,कुमार,योगी,Pappu,Kumar,Yogi,"P. Yogi, Pappu Yogi, Pappu Yog"
0,रुची,,डंगोल,Ruchi,,Dangol,"Ruchi Dangol, Ruchi . Dangol, Ruchi Dango"
0,डम्बर,कुमारी,लावती,dumber,kumari,lavati,"d. lavati, dumber kumari laavaati, dumber k. lavati"
1,भिम,बहादुर,प्रधान,Bhim,Bahadur,Pradhan,"Bhim Bahadur Pradhan, Bhim Pradan, Bhim Pradhan"
1,लेख,बहादुर,आले,Article,Bahadur,Aale,"Article B. Aale, Article Aal, Article Aale"
0,सुनिरा,,विष्ट,Sunira,,Visht,"Sunira  Visht, S. Visht, Sunira Visht"
1,गोपाल,,श्रेष्‍ठ,Gopal,,Shrestha,"Gopal Shresth, Gopal Shrestha, Gopal  Shrestha"
1,सुवास,,पन्थ,Suwas,,Path,"S. Path, Suwas  Paath, Suwas . Path"
0,विष्णु,,पाण्डे,Vishnu,,Pandey,"Vishnu  Pandey, Vishnu Pandey, V. Pandey"
0,जनमा,कुमारी,शाही,Janma,Kumari,Shahi,"Janma Kumari Shahi, Janma Shahi, Janma K. Shahi"
0,मुनु,,राई,Munu,,Rai,"Munu . Rai, Munu Ra, Munu  Rai"
0,सितावरी,कुमारी,मोचीनी,Sitawari,Kumari,Mochini,"Sitawari K. Mochini, Sitawari Kumari Mochini, Sitawari Mochin"
1,राजेश,कुमार,थारु,Rajesh,Kumar,Tharu,"Rajesh Thar, R. Tharu, Rajesh Tharu"
0,गंगा,देवी,सुनारी,Ganga,Devi,Sunari,"Ganga Devi Sunari, Ganga D. Sunari, Ganga Sunari"
0,विनुता,हुमागाई,सापकोटा,Vinuta,Humagai,Sapkota,"Vinuta Sapkot, Vinuta Humagai Saapkotaa, V. Sapkota"
1,जयलाल,,महरा,Jaylal,,Mehra,"Jaylal Mehra, Jaylal . Mehra, J. Mehra"
0,बुद्धि,माया,विश्वकर्मा,Wisdom,Maya,Vishwakarma,"Wisdom Maya Vishwaakaarmaa, Wisdom Vishwakarm, Wisdom Vishwakarma"
1,धुमन,,राना,Dhuman,,Rana,"D. Rana, Dhuman Rana, Dhuman Ran"
1,बुध,,घले,Wed,,Ghle,"Wed Gle, Wed . Ghle, Wed  Ghle"
0,प्रेम,कुमारी,थारु,Prem,Kumari,Tharu,"Prem Thar, P. Tharu, Prem K. Tharu"
1,जुग,राम,थारु,Jug,Ram,Tharu,"Jug Thar, Jug Tharu, Jug Ram Thaaru"
1,जय,बहादुर,घिमिरे,Jai,Bahadur,Ghimire,"Jai Gimire, Jai B. Ghimire, J. Ghimire"
0,लक्ष्मी,,बाडे,Laxmi,,Bade,"Laxmi  Baade, Laxmi Bade, L. Bade"
1,बाल,गोविन्द,लोध,Bal,Govind,Lodh,"B. Lodh, Bal Lodh, Bal Govind Lodh"
0,प्रिति,,रिजाल,Preeti,,Rizal,"Preeti Riza, Preeti  Rizaal, Preeti  Rizal"
0,झुममाया,,राना,jhummaya,,rana,"jhummaya ran, jhummaya  raanaa, jhummaya  rana"
1,सत्य,नारायण,यादव,satya,narayan,yadav,"satya yada, satya yadav, satya narayan yaadaav"
1,लछीराम,,दमाई,Lachiram,,Damai,"Lachiram Damai, Lachiram  Daamaai, L. Damai"
0,धनसरी,,शाही,Dhansari,,Shahi,"Dhansari . Shahi, Dhansari Shah, Dhansari  Shaahi"
1,शुशिल,कुमार,महतो,Shushil,Kumar,Mahato,"Shushil K. Mahato, Shushil Mahat, Shushil Maato"
0,डम्वर,कुमारी,गुरागाई,Damvar,Kumari,Guragai,"Damvar K. Guragai, Damvar Guraga, Damvar Kumari Guraagaai"
0,भिम,माया,खड्का,Bhim,Maya,Khadka,"Bhim M. Khadka, Bhim Maya Khadka, Bhim Maya Khaadkaa"
0,समिक्षा,,थपलिया,Samiksha,,Thapaliya,"Samiksha  Thaapaaliyaa, Samiksha  Thapaliia, S. Thapaliya"
0,कविता,,विश्‍वकार्मा,Kavita,,Vishwakarma,"Kavita Vishwakarma, Kavita  Vishwaakaarmaa, Kavita . Vishwakarma"
1,केश,बहादुर,थापा,Kesh,Bahadur,Thapa,"Kesh Thap, K. Thapa, Kesh Bahadur Thapa"
0,विष्णु,कुमारी,बुढा,Vishnu,Kumari,Budha,"Vishnu Kumari Budha, Vishnu Budha, Vishnu Kumari Budhaa"
0,सरस्वती,,ढुङ्गाना,Saraswati,,Dhungana,"Saraswati Dhungana, Saraswati Dhungan, Saraswati . Dhungana"
0,ज्ञानु,कुमारी,सुनुवार,Gyan,Kumari,Sunuwar,"Gyan K. Sunuwar, Gyan Sunuwa, G. Sunuwar"
1,यम,बहादुर,गुरुङ्ग,Yam,Bahadur,Gurung,"Yam Gurun, Yam Bahadur Gurung, Yam B. Gurung"
0,रनिया,,देवी,Rania,,Devi,"R. Devi, Rania  Devi, Rania . Devi"
0,देव,माया,भट्टराई,Dev,Maya,Bhattarai,"D. Bhattarai, Dev Bhattarai, Dev Maya Bhaattaaraai"
0,रोवायदन,,खातुन,Rowaydan,,Khatun,"Rowaydan Katun, Rowaydan Khatun, Rowaydan Khatu"
1,बुद्धिराम,,थारु,Buddhiram,,Tharu,"Buddhiram . Tharu, Buddhiram Thar, Buddhiram Tharu"
1,कृष्ण,,साह,Krishna,,Shah,"Krishna . Shah, Krishna Sa, Krishna  Shah"
1,अरुण,भण्डारी,माली,Arun,Bhandari,Gardener,"Arun Gardener, Arun Gardene, A. Gardener"
0,पर्मिला,,थापा,Parmila,,Thapa,"Parmila Thapa, Parmila Tapa, P. Thapa"
1,किरण,,छन्त्याल,Kiran,,Chhantyal,"K. Chhantyal, Kiran  Chhantial, Kiran  Chhantyal"
1,बिजय,,विश्वकर्मा,Bijay,,Vishwakarma,"Bijay  Vishwakarma, B. Vishwakarma, Bijay Vishwakarma"
1,अमित,सोमै,मगर,Amit,Somay,Magar,"Amit Maga, Amit Magar, Amit Somay Magar"
0,भक्ति,माया,गुरुङ्ग,Bhakti,Maya,Gurung,"Bhakti Gurung, B. Gurung, Bhakti M. Gurung"
0,कमला,खनाल,(चापागाई),Kamala,Khanal,(Chapaagai),"Kamala (Capaagai), Kamala (Chapaagai, Kamala K. (Chapaagai)"
0,लीला,देवी,महरा,Leela,Devi,Mahara,"L. Mahara, Leela Mahara, Leela Devi Mahara"
1,अरविन्द,कुमार,वर्मा,Arvind,Kumar,Verma,"Arvind K. Verma, Arvind Verm, Arvind Verma"
1,गोविन्द,,शाही,govind,,shahi,"govind shah, govind  shahi, g. shahi"
1,राजेन्द्र,कुमार,(थारु),Rajendra,Kumar,(Tharu),"Rajendra (Tharu, R. (Tharu), Rajendra Kumar (Thaaru)"
0,शान्ती,,बराइली,Shanti,,Bareilly,"Shanti . Bareilly, Shanti Bareilly, Shanti Bareill"
1,रुपलाल,,चौधरी,Ruplal,,Chaudhary,"Ruplal Caudary, Ruplal  Chaudhary, Ruplal . Chaudhary"
1,गजिन्द्र,बहादुर,(क्षत्री),Gajinder,Bahadur,(Kshatriya),"Gajinder (Ksatriya), G. (Kshatriya), Gajinder (Kshatriya)"
1,सन्देश,,तमाङ,Sandesh,,Tamang,"Sandesh  Tamang, Sandesh . Tamang, Sandesh Tamang"
0,ईश्‍वरी,,मल्‍ल,Ishwari,,Mall,"Ishwari  Mall, I. Mall, Ishwari Mall"
0,द्रौपदी,,गुरुङ,draupadi,,gurung,"d. gurung, draupadi . gurung, draupadi  gurung"
1,ओम,प्रकाश,शर्मा,Om,Prakash,Sharma,"Om Prakash Shaarmaa, Om Sarma, Om Prakash Sharma"
1,समोझ,,राम,Samoj,,Ram,"Samoj  Raam, Samoj Ram, Samoj Ra"
0,क्षमा,देवी,ज्ञवाली,Kshama,Devi,Gyawali,"Kshama Devi Gyawali, Kshama Devi Giawali, Kshama Gyawal"
1,बिर,बहादुर,थापा,Bir,Bahadur,Thapa,"Bir Bahadur Thapa, Bir Thap, Bir Tapa"
0,राखी,,राजवंशी,Rakhi,,Rajvanshi,"Rakhi Rajvansh, Rakhi  Rajvanshi, Rakhi  Raajvaanshi"
1,पदम,बहादुर,मगर,Padam,Bahadur,Magar,"Padam Magar, P. Magar, Padam B. Magar"
1,रंजित,,यादव,ranjit,,yadav,"r. yadav, ranjit yadav, ranjit . yadav"
1,शरण,,पन्थी,refuge,,seeker,"r. seeker, refuge seeke, refuge  seeker"
0,ईनु,,ढुंगाना,inu,,dhungana,"inu dhungana, inu  dhungana, inu dungana"
1,पवन,सिह,धामी,Pawan,Singh,Dhami,"Pawan Dhami, Pawan Dham, Pawan S. Dhami"
1,कृष्‍ण,बहादुर,श्रेष्‍ठ,Krishna,Bahadur,Shrestha,"Krishna Shrestha, K. Shrestha, Krishna Sresta"
0,कान्छी,,तामाङ,kanchi,,tamaang,"kanchi  tamaang, kanchi  taamaaaang, kanchi tamaan"
1,भीम,बहादुर,कुवर,Bhim,Bahadur,Kunwar,"Bhim Kunwar, B. Kunwar, Bhim Kunwa"
0,सुरसती,,अहिरनी,Sursati,,Ahirni,"Sursati Airni, S. Ahirni, Sursati Ahirni"
1,बिक्रम,,कार्की,Bikram,,Karki,"Bikram . Karki, Bikram Kark, Bikram  Kaarki"
1,राजन,,शिल्पकार,Rajan,the,craftsman,"Rajan craftsman, Rajan the craftsman, R. craftsman"
1,सौरभ,,देवकोटा,Saurabh,,Devkota,"Saurabh Devkot, S. Devkota, Saurabh . Devkota"
1,मनोज,,चेम्जोङ,Manoj,,Chemjong,"M. Chemjong, Manoj Chemjong, Manoj  Chemjong"
0,मिना,,कुर्मी,Meena,,Kurmi,"Meena Kurmi, Meena . Kurmi, Meena  Kurmi"
1,चन्चल,,हजरा,Chanchal,,Hazra,"Chanchal Hazra, Chanchal Hazr, Chanchal  Haazraa"
0,जानकी,कुमारी,वोहरा,Janki,Kumari,Vohra,"Janki Vohr, Janki K. Vohra, Janki Vora"
1,प्रतीक,,अवस्थी,Prateek,,Awasthi,"P. Awasthi, Prateek Awasth, Prateek . Awasthi"
1,रुक,बहादुर,राना,Ruk,Bahadur,Rana,"R. Rana, Ruk Ran, Ruk Bahadur Raanaa"
1,पंकज,,यादव,Pankaj,,Yadav,"Pankaj  Yaadaav, P. Yadav, Pankaj Yada"
0,शुसिला,,चन्द,Shusila,,Chand,"Shusila Chan, Shusila  Chand, S. Chand"
0,धन,कुमारी,दर्जी,Dhan,Kumari,Tailor,"Dhan Tailo, Dhan Kumari Tailor, Dhan Kumari Taailor"
1,दामोदर,,भट्ट,Damodar,,Bhatt,"Damodar . Bhatt, D. Bhatt, Damodar Batt"
0,प्रेम,कुमारी,यादव,prem,kumari,yadav,"prem k. yadav, prem yada, prem kumari iadav"
1,अन्‍तराम,,बातर,Antaram,,Baatar,"Antaram  Baatar, Antaram Baatar, Antaram Baata"
0,दशनी,माया,माझी,Dashni,Maya,Majhi,"Dashni Majh, Dashni Maya Maajhi, Dashni Maji"
1,संजिब,,थारु,Sanjib,,Tharu,"Sanjib . Tharu, Sanjib  Tharu, Sanjib  Thaaru"
1,टेक,बहादुर,कुमाई,Tek,Bahadur,Kumai,"Tek Bahadur Kumaai, T. Kumai, Tek Kuma"
1,हुम,नाथ,भण्डारी,Hum,Nath,Bhandari,"Hum Bhandari, Hum Bandari, Hum Bhandar"
1,अकलेश,कुमार,यादव,Aklesh,Kumar,Yadav,"A. Yadav, Aklesh Kumar Yadav, Aklesh Yada"
1,अब्दुल,हासिफ,अन्सारी,Abdul,Hasif,Ansari,"Abdul H. Ansari, Abdul Ansar, Abdul Ansari"
1,उदान,कुमार,राई,Udan,Kumar,Rai,"U. Rai, Udan Rai, Udan Kumar Rai"
1,अजय,,पजियार,Ajay,,Pajiyar,"Ajay Pajiya, Ajay  Paajiyaar, Ajay Pajiyar"
0,मधु,कुमारी,घर्ति,Madhu,Kumari,Gharti,"Madhu K. Gharti, M. Gharti, Madhu Garti"
1,बलराम,,पराजुली,Balram,,Parajuli,"Balram . Parajuli, Balram  Paaraajuli, B. Parajuli"
1,दिपेन्‍द्र,,पौडेल,Dipendra,,Paudel,"D. Paudel, Dipendra  Paaudel, Dipendra . Paudel"
1,कुमार,,अधिकारी,Kumar,,Adhikari,"Kumar  Adhikari, Kumar . Adhikari, K. Adhikari"
1,वीर,बहादुर,तामाङ्ग,Veer,Bahadur,Tamang,"Veer Bahadur Tamang, V. Tamang, Veer Tamang"
1,कमल,,अधिकारी,Kamal,,Adhikari,"K. Adhikari, Kamal  Adhikaari, Kamal Adhikari"
1,चन्द्र,बहादुर,रोका,Chandra,Bahadur,Roka,"Chandra Rok, Chandra Bahadur Roka, C. Roka"
0,सुन्तली,,आचार्य,Suntali,,Acharya,"Suntali Acarya, Suntali . Acharya, Suntali Acharya"
0,रश्मी,भट्ट,न्यौपाने,Rashmi,Bhatt,Nyupane,"Rashmi Bhatt Nyupaane, Rashmi Bhatt Niupane, Rashmi B. Nyupane"
0,प्रभा,,बस्नेत,Prabha,,Basnet,"Prabha Basnet, Prabha . Basnet, P. Basnet"
1,चिरन्जिवि,,नेपालि,Chiranjeevi,,Nepali,"Chiranjeevi Nepali, Chiranjeevi . Nepali, Chiranjeevi Nepal"
0,निलिमा,,अधिकारी,Nilima,,Adhikari,"Nilima  Adhikaari, Nilima Adikari, Nilima  Adhikari"
1,मीनराज,,काफ्‍ले,Meenraj,,Kafle,"Meenraj Kafle, Meenraj  Kaafle, M. Kafle"
1,भिम,बहादुर,गुरुङ,Bhim,Bahadur,Gurung,"Bhim B. Gurung, Bhim Gurun, B. Gurung"
0,अशिया,खातुन,मुसलमान,Ashiya,Khatun,Muslim,"A. Muslim, Ashiya Muslim, Ashiya Khatun Muslim"
0,पानमती,देवी,साउद,Panamti,Devi,South,"Panamti D. South, Panamti Devi South, P. South"
1,शिव,कुमार,श्रेष्‍ठ,Shiv,Kumar,Shrestha,"Shiv Shrestha, Shiv K. Shrestha, Shiv Shresth"
0,शिव,कुमारी,नाउ,shiva,kumari,now,"s. now, shiva no, shiva k. now"
1,शैलेन्द्र,शर्मा,गौडेल,Shailendra,Sharma,Gaudel,"Shailendra Sharma Gaudel, Shailendra S. Gaudel, Shailendra Gaudel"
0,सुनिता,देवी,कहार,Sunita,Devi,Kahar,"Sunita Kaar, Sunita Devi Kaahaar, Sunita Kahar"
1,सागर,,रैका,Sea,,Raika,"Sea  Raaikaa, Sea . Raika, Sea Raik"
1,बल,बहादुर,मगर,Bal,Bahadur,Magar,"Bal Bahadur Maagaar, Bal Magar, Bal B. Magar"
0,सुनिता,,राई,Sunita,,Rai,"Sunita Ra, Sunita  Rai, Sunita . Rai"
0,एकु,माया,श्रेष्ठ,Eku,Maya,Shrestha,"Eku Maya Shrestha, Eku Shresth, Eku Shrestha"
0,चन्डिका,,श्रेष्ठ,chandika,,shrestha,"chandika shresth, c. shrestha, chandika sresta"
1,उमाकान्त,,पोख्रेल,Umakant,,Pokhrel,"Umakant Pokhrel, Umakant Pokrel, Umakant . Pokhrel"
0,राधीका,,पन्थी,Radhika,,Panthi,"Radhika  Paanthi, R. Panthi, Radhika . Panthi"
1,मधवा,,रिषिदेव,madhava,,rishidev,"madhava  rishidev, madhava . rishidev, madhava rishidev"
1,बाजिल,मियां,अंसारी,Bazil,Mian,Ansari,"Bazil Mian Ansari, Bazil Ansar, Bazil Mian Ansaari"
0,भगी,माया,माङमु,ran,away,maamu,"ran maam, ran away maamu, ran away maaaamu"
1,हिरा,बहादुर,श्रीस,Hira,Bahadur,Sris,"Hira B. Sris, Hira Sris, H. Sris"
0,शान्ती,,वयलकोटी,Shanti,,Vayalkoti,"S. Vayalkoti, Shanti Vayalkoti, Shanti  Vaayaalkoti"
1,गंगाराम,,श्रेष्‍ठ,Ganga,Ram,Shrestha,"Ganga Ram Shresthaa, Ganga Ram Shrestha, Ganga Shrestha"
0,गिता,,देवी,geeta,,devi,"geeta dev, geeta  devi, g. devi"
1,चेत,बहादुर,बानिया,Chet,Bahadur,Bania,"C. Bania, Chet Bahadur Bania, Chet Bania"
0,सल्मा,,देउला,salma,,deula,"salma . deula, salma  deulaa, salma deula"
0,नर्वदा,कुमारी,राजवंशी,Narvada,Kumari,Rajvanshi,"Narvada Rajvansi, N. Rajvanshi, Narvada Kumari Raajvaanshi"
1,प्रसिद,,कर्माचार्य,Prasid,,Karmacharya,"Prasid Karmacharya, Prasid  Kaarmaachaaryaa, Prasid Karmachary"
1,सुदिप,चन्द्र,राना,Sudip,Chandra,Rana,"Sudip Rana, Sudip Ran, Sudip Chandra Raanaa"
1,अमित,,सदा,Amit,,Sada,"Amit  Sada, Amit . Sada, Amit Sad"
0,काला,,देवी,Black,,Goddess,"Black Goddess, Black  Goddess, Black . Goddess"
0,विष्णु,माया,लुईंटेल,Vishnu,Maya,Luintel,"Vishnu M. Luintel, V. Luintel, Vishnu Luintel"
1,विश्व,बन्धु,(खाम्याङ्ग),Vishwa,Bandhu,(Khamyang),"Vishwa Bandhu (Khamyang), Vishwa B. (Khamyang), Vishwa (Khamyang)"
0,बाल,कुमारी,क्षेत्री,Bal,Kumari,Kshetri,"Bal Kumari Kshetri, Bal Ksetri, Bal Kshetr"
1,टिका,राम,भण्डारी,Tika,Ram,Bhandari,"Tika R. Bhandari, Tika Bandari, T. Bhandari"
1,नन्द,वहादुर,गुरुङ,Nand,Bahadur,Gurung,"Nand Bahadur Gurung, Nand B. Gurung, N. Gurung"
0,निर्जला,,श्रेष्ठ,Nirjala,,Shrestha,"Nirjala Shresth, N. Shrestha, Nirjala  Shresthaa"
0,पुनम,रानाभाट,थापा,Poonam,Ranabhat,Thapa,"Poonam Tapa, P. Thapa, Poonam Ranabhat Thapa"
0,इन्द्र,कुमारी,थारु,Indra,Kumari,Tharu,"Indra Taru, Indra Kumari Tharu, Indra Thar"
0,कुसमी,देवी,मुसहर्नी,Kusmi,Devi,Musharni,"Kusmi Musharn, Kusmi Devi Musharni, K. Musharni"
0,दिपी,,कामी,Dipi,,Kami,"Dipi  Kaami, Dipi . Kami, Dipi Kami"
0,सेती,,खत्री,Seti,,Khatri,"Seti Khatri, Seti  Khatri, Seti . Khatri"
1,शालिक,राम,पौडेल,Shalik,Ram,Paudel,"Shalik Paudel, Shalik R. Paudel, Shalik Paude"
0,जानुका,,राई,Januka,,Rye,"Januka Ry, Januka Rye, Januka . Rye"
1,चन्देश्‍वर,,महतो,Chandeshwar,,Mahato,"Chandeshwar . Mahato, C. Mahato, Chandeshwar  Maahaato"
1,नारायण,,अधिकारी,Narayan,,Adhikari,"Narayan  Adhikari, Narayan Adikari, Narayan  Adhikaari"
1,तिलक,बहादुर,राई,Tilak,Bahadur,Rai,"Tilak Ra, Tilak Bahadur Rai, Tilak Rai"
0,लक्ष्मी,,देवी,Laxmi,,Devi,"Laxmi . Devi, L. Devi, Laxmi  Devi"
0,देवीमाया,,लिम्‍बु,Devimaya,,Limbu,"Devimaya Limbu, D. Limbu, Devimaya . Limbu"
0,रुकसार,बानो,खाँ,ruksar,bano,khan,"ruksar bano khaan, ruksar kha, ruksar bano khan"
0,कान्दुरी,,धिमाल,Kanduri,,Dhimal,"Kanduri  Dhimal, Kanduri . Dhimal, Kanduri Dhimal"
0,माया,तामाङ्नी,गोङ्वा,Maya,Tamanni,Gowa,"Maya T. Gowa, Maya Tamanni Gowaa, Maya Gow"
1,नर,बहादुर,अधिकारी,brave,male,officer,"brave office, b. officer, brave officer"
1,धन,बहादुर,महतो,Dhan,Bahadur,Mahato,"D. Mahato, Dhan Maato, Dhan Mahato"
0,विना,,जर्गामगर,Vina,,Jargamar,"Vina Jargamar, Vina . Jargamar, Vina Jargama"
1,हर्क,बहादुर,साउँद,Hark,Bahadur,Sound,"Hark Soun, Hark Bahadur Sound, Hark Sound"
1,टीका,राम,अधिकारी,Teeka,Ram,Adhikari,"T. Adhikari, Teeka R. Adhikari, Teeka Adhikar"
0,रामसुनैर,देवी,महतो,Ramsunair,Devi,Mahato,"Ramsunair Devi Mahato, R. Mahato, Ramsunair Devi Maahaato"
0,पवि,,राना,pavi,,rana,"pavi . rana, p. rana, pavi  raanaa"
